,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
277420,52.293285,104.35538727045164,318.2997548805773,0,9,11,12,0,0,0,0,0,1,1,1,4.915468905146586,623562.0,0.038743642947573,2,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,56.83650460091764,6.3740790645265,0,0,0,0.048588078917947,8,8,10,136,54,479.0,230.0,2.3059701492537314,2.320754716981132,1961.421052631579,1963.7735849056603,5457.0860078191,иркутская область,10,unknown,105.0,иркутск,s17042,False,False,22500.0,20794.863641925764,0.0
278705,53.762737,87.12743875595307,44.01431220203793,1,34,85,121,0,0,0,0,0,7,14,19,0.9544196082819744,552105.0,0.073393456276472,1,20,44,56,0,1,8,16,0,1,4,6,3,5,6,2,5,11,1,1,3,3,7,9,0,0,1,4,1,15,38,47,303.63568624603005,4.3649717174270215,0,0,0,0.0749909667234412,3,17,27,226,77,4315.0,1345.0,6.143540669856459,6.376811594202898,1963.863207547169,1965.8169014084503,4684.209575319912,кемеровская область,100,unknown,85.0,новокузнецк,s18724,False,False,53300.0,48643.26835717016,0.0
278157,45.021743,38.96281990689962,100.09292350997744,6,40,110,195,0,0,4,118,1,4,24,48,1.969945242182724,1405000.0,0.0454481610687331,1,4,16,33,0,6,14,17,0,1,7,16,4,7,8,2,18,39,2,4,4,4,5,7,0,0,2,3,5,20,35,73,335.67798719497296,1.866199717597086,0,0,0,0.0811124280378635,9,17,25,302,99,2384.0,1042.0,3.55363321799308,4.936842105263158,1935.904436860068,1941.0947368421048,1754.1740644037186,краснодарский край,10,other,34.0,краснодар,s12264,False,False,72700.0,68875.99800512166,0.0
278185,52.33332,35.35889672698554,38.610243808386606,4,30,67,105,0,0,0,0,0,2,5,9,85.48762246859616,319550.0,0.0831623637096004,4,7,24,38,0,1,1,2,0,0,2,5,1,6,8,1,3,11,0,0,0,0,2,3,1,2,4,6,4,24,44,64,389.2390853788774,3.253579830594316,0,0,0,0.1254405283222789,4,12,17,104,38,2525.0,953.0,5.9519230769230775,5.342105263157895,1971.9711538461536,1968.315789473684,1850.4484572602871,курская область,100,unknown,35.0,железногорск,s12711,False,False,43800.0,48406.842735192215,0.0
276142,57.99433835874093,56.2485127962419,830.7464208903508,7,40,79,160,0,0,0,1,2,9,15,25,2.6872081601534936,1055397.0,0.0759017675093166,0,24,100,142,0,1,1,6,0,2,5,9,4,9,16,0,2,5,0,1,1,1,1,1,1,1,2,3,4,23,45,95,271.066224905974,3.280459338573644,0,0,0,0.0759701305500565,9,19,32,169,43,2719.0,627.0,5.288343558282208,5.025,1959.4550898203595,1960.357142857143,3262.095283281222,пермский край,10,unknown,55.0,пермь,s12321,False,False,50400.0,56715.260896945576,0.0
275608,56.010399700388135,92.85602038426909,107.46029727863343,5,52,76,108,0,0,0,0,4,22,34,46,0.8524240251064875,1095286.0,0.0361633805774889,3,40,74,110,0,1,1,2,0,4,6,8,0,0,1,2,7,10,1,1,4,1,3,6,0,7,7,9,1,23,27,35,0.3940979407937352,2.0522775018012016,0,0,0,0.1350205889247333,6,12,15,94,47,1737.0,952.0,6.163043478260869,5.787234042553193,1968.6521739130435,1964.021276595745,5200.902816310299,красноярский край,10,unknown,95.0,красноярск,s14617,False,False,106700.0,99497.21218690425,0.0
276914,56.031643,92.78420247447848,157.26291867072368,0,4,19,26,0,0,0,0,0,0,0,0,6.207088684838211,1095286.0,0.522929040176735,0,1,6,24,0,0,0,0,0,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,15,18,0.532145870150147,1.5359805710325327,0,0,0,0.4990687400815119,3,8,16,85,24,1950.0,603.0,5.518518518518518,5.3478260869565215,1972.0487804878048,1970.6521739130435,5198.851309089695,красноярский край,100,unknown,95.0,красноярск,s9650,False,False,62500.0,76400.71862812713,0.04988986737534634
279383,54.50424,36.25948581155643,82.78080791890525,2,56,161,328,0,0,0,0,0,9,21,52,0.6983269829504419,342936.0,0.0933761538935601,2,21,71,104,0,2,9,20,1,1,4,11,1,6,9,22,34,57,1,1,1,1,2,4,0,6,12,28,0,22,89,192,143.22269140787276,9.146865870619614,0,0,0,0.0655129400042653,3,15,27,295,87,1918.0,457.0,2.7922535211267605,2.364705882352941,1932.9929328621909,1928.0705882352936,1976.2957169496665,калужская область,10,first,35.0,калуга,s14840,False,False,44800.0,42993.05708016901,0.0
278272,54.721684,55.95868261910861,124.12481219859043,1,34,75,133,0,0,0,0,0,7,14,31,0.7117747090918076,1128787.0,0.1530466942499205,0,17,46,94,0,2,3,4,0,0,4,12,5,6,8,3,6,12,1,3,5,0,0,0,0,5,7,13,1,14,34,56,357.53841140566726,3.0166786587181704,0,0,0,0.0442235421841474,6,17,26,176,57,2345.0,713.0,5.730538922155689,5.236363636363637,1959.2189349112425,1953.8,3062.1533473391537,башкортостан,110,first,55.0,уфа,s18550,False,False,62500.0,57563.027677081474,0.0
276155,55.06312154059763,82.923218327867,128.4959477149266,2,17,63,132,0,0,0,0,1,3,13,30,3.892673643497328,1625600.0,0.1497114854367066,0,2,5,33,0,0,1,1,0,3,6,12,0,4,10,0,0,0,0,0,0,0,3,7,0,0,2,9,1,9,39,85,0.6764044548337631,3.4754948797483824,0,0,0,0.155541001268846,2,2,14,121,33,2887.0,558.0,7.447368421052633,8.5625,1973.6491228070165,1980.586206896552,4566.011249324853,новосибирская область,110,first,85.0,новосибирск,s7397,False,False,55900.0,56110.71888426921,0.0
276063,55.16843713206492,61.412627163249255,745.2108330075575,0,26,73,189,0,0,0,0,0,4,14,35,1.083603852698967,1196680.0,0.0710987717656838,1,33,77,107,0,1,3,21,0,8,10,17,1,4,10,0,4,14,0,0,1,0,1,7,0,8,12,18,0,10,35,88,183.48566333877343,3.097792805776625,0,0,0,0.0890762164870092,5,18,34,107,12,2407.0,310.0,7.60204081632653,7.181818181818183,1976.1515151515152,1985.7272727272727,3388.038660770659,челябинская область,100,unknown,65.0,челябинск,s25922,False,False,41400.0,39799.47511001791,0.0
279753,54.76964,32.046905803779275,369.40477615034416,9,125,228,301,0,0,0,0,0,11,24,32,1.3162041939595557,330049.0,0.1723429853751067,0,10,16,26,0,1,1,3,0,5,10,13,4,8,12,7,9,13,0,0,1,6,8,9,2,17,28,35,8,95,176,226,570.5081257797813,3.1422599494463777,0,0,0,0.1023793271191313,10,19,24,213,67,3574.0,1167.0,5.810945273631841,5.707692307692307,1970.124378109453,1967.5384615384608,1755.1974939869017,смоленская область,10,unknown,35.0,смоленск,s10442,False,False,43100.0,44222.49265491741,0.0
278311,61.762753,34.366972791962894,57.16643264927786,4,21,37,49,0,0,0,0,0,1,1,1,3.336322820796448,280170.0,0.0751828625202443,0,6,11,20,0,0,0,0,0,1,2,4,2,2,2,2,2,2,0,0,1,2,6,7,0,0,0,1,3,12,23,30,293.9096048656308,91.63367679766638,0,0,0,0.0475677017353873,5,11,16,83,36,2275.0,1011.0,8.012345679012345,6.828571428571428,1986.8024691358023,1983.2571428571423,2122.5988519077246,карелия,10,unknown,36.0,петрозаводск,s21716,False,False,62000.0,74589.22662115534,0.017243946095950674
278549,69.34435,88.21471233517454,42.640917167108285,6,41,65,83,0,0,0,0,0,5,7,8,0.7493501384779421,178018.0,0.0411922712630728,2,22,35,53,0,3,5,7,0,0,2,3,2,2,4,8,16,16,1,1,1,1,1,2,1,8,9,11,5,21,31,42,1498.418606677543,3.260761066895112,0,0,0,0.0178387775099172,13,29,43,95,28,2330.0,545.0,6.595744680851063,5.925925925925926,1969.276595744681,1960.5925925925928,6117.191887319661,красноярский край,10,first,86.0,норильск,s13319,False,False,66600.0,68150.50409472869,0.0
276196,57.141445,65.55505154346223,229.14367977669949,0,29,53,97,0,0,0,0,0,6,15,26,1.4740831234334142,744554.0,0.0391356110776674,4,21,38,83,0,0,0,2,0,1,2,4,2,3,3,0,1,3,1,1,2,0,1,4,0,1,1,1,0,19,28,49,298.9191714868612,1.8745595029299773,0,0,0,0.0679950510108257,3,12,29,131,62,3188.0,1517.0,7.991935483870968,7.864406779661017,1986.5725806451608,1990.7457627118647,3745.9103722429118,тюменская область,10,unknown,65.0,тюмень,s14122,False,False,48700.0,36182.53843212949,1.706560884713521
279580,53.327282,34.28425338448227,95.01605156771528,0,5,8,13,0,8,19,19,0,0,0,0,11.044528268906918,406553.0,0.2890312999702843,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,7,11,323.6455646459555,8.435883979071173,0,0,0,0.1423915065065124,5,8,12,122,45,1444.0,493.0,3.808333333333333,3.5,1964.655737704918,1963.7111111111112,1828.2860483937402,брянская область,100,unknown,35.0,брянск,s17784,False,False,27700.0,23090.83532519132,0.10938511749290315
275483,57.994841120369365,102.66459910241127,257.80721360020624,0,2,6,10,0,0,0,0,0,0,0,0,214.08184638242943,231602.0,0.1021215459265124,0,2,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,6,9,596.4808059000424,11.447579102483315,0,0,0,0.0961275335364419,3,6,14,70,17,1626.0,366.0,6.357142857142858,6.647058823529411,1970.8,1955.7058823529408,5954.017113630757,иркутская область,10,unknown,105.0,усть-илимск,s1842,False,False,27000.0,24677.354489645324,0.0
275504,50.59776582183047,36.57669833037325,561.5376257476651,2,26,78,114,0,0,0,0,0,4,18,26,0.9144698490587844,384425.0,0.1133502757753287,0,9,18,24,0,1,4,10,0,2,5,7,0,6,8,2,4,5,0,1,2,3,4,4,0,4,8,9,2,13,33,48,552.8311331346072,2.2109780896743283,0,0,0,0.1842846628691506,5,15,16,144,55,2592.0,1001.0,6.441176470588236,6.0,1972.9857142857145,1969.636363636364,1850.6992166559633,белгородская область,110,unknown,35.0,белгород,s20527,False,False,53200.0,58745.84086164803,0.0
277029,52.62534300000001,39.64367411514382,319.2159003120891,0,3,3,3,0,0,0,0,0,0,0,0,3.9617961040729206,510152.0,0.0923714081634257,1,11,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,3,360.024773915177,4.858768650546988,0,0,0,0.1381806863219529,4,7,9,66,7,161.0,43.0,2.875,2.7142857142857144,1961.3636363636365,1959.428571428572,2086.261948089665,липецкая область,10,manylevels,35.0,липецк,s25186,False,False,27800.0,31636.89524903512,0.0
275709,53.30225832351447,34.30686648797935,305.58310061374806,1,15,42,68,0,0,0,0,0,1,3,4,7.694640033590561,406553.0,0.1155501819990391,0,27,53,97,0,0,0,1,0,0,1,4,0,2,2,0,1,3,2,2,2,0,0,1,0,1,3,5,1,12,32,49,325.1402019613011,5.633836674027957,0,0,0,0.2369736367926072,5,16,23,156,46,2851.0,601.0,5.0,4.391304347826087,1962.1217948717956,1964.1521739130435,1828.633459812597,брянская область,100,first,35.0,брянск,s27639,False,False,35900.0,39933.49100618096,0.0
278817,61.79267,34.380689707958005,35.3944638304053,3,35,56,90,0,0,0,0,0,7,10,12,0.7049902545462421,280170.0,0.1115138533673004,0,9,23,28,1,8,16,18,0,1,1,4,3,5,9,3,7,13,0,0,1,4,4,4,0,4,4,8,1,6,10,25,296.7310698051172,95.03864499835755,0,0,0,0.4688472066370129,1,4,6,50,25,803.0,429.0,4.428571428571429,4.64,1958.64,1961.08,2124.4746134962456,карелия,10,first,36.0,петрозаводск,s20543,False,False,69900.0,67581.19042179624,0.0
279345,55.0177539,82.9330123933104,164.99948463113589,1,25,58,110,0,0,0,0,0,2,5,20,1.2366754269142666,1625600.0,0.2012569223475835,0,5,30,59,0,1,5,8,0,1,2,6,1,2,7,0,6,11,0,1,1,2,4,7,0,1,6,14,0,16,29,48,0.5976513715829966,0.4987566512207846,0,0,3,0.2762878106532575,2,8,19,78,28,1911.0,772.0,8.324324324324325,8.64,1971.44,1976.888888888889,4562.788066040802,новосибирская область,10,other,85.0,новосибирск,s23867,False,False,49800.0,52224.40554443978,0.0
276527,59.932472,30.351916666423588,614.9382556824336,19,331,724,1238,0,3,5,8,8,133,285,454,1.9617458186679,5381736.0,0.0560407635367818,1,34,87,158,1,22,47,65,2,17,31,43,15,29,56,9,20,44,52,94,135,15,26,48,4,51,93,157,10,167,374,669,0.6429525469444721,0.92918832568174,0,0,0,0.0230728028329052,29,42,65,379,101,7563.0,1763.0,4.855191256830602,4.886597938144329,1876.0821917808216,1878.7628865979384,1819.065395756765,санкт-петербург,110,unknown,35.0,санкт-петербург,s17146,False,False,507600.0,547250.0643605888,0.0
278466,52.269125,104.31731523999524,322.71172072535285,1,31,65,100,0,1,1,3,0,10,17,23,3.1984409767054625,623562.0,0.0577568111481536,2,24,41,59,0,0,0,0,0,1,3,5,1,2,4,0,0,0,0,1,2,2,2,5,0,2,2,2,1,16,39,61,60.3993884234781,3.666805559100284,0,0,0,0.1924818764776956,5,12,28,299,90,4031.0,1292.0,5.3886925795053005,6.6,1968.5618374558303,1984.712643678161,5452.5747899437165,иркутская область,100,other,105.0,иркутск,s2652,False,False,55200.0,52690.98984623316,0.0
279006,59.87278000000001,30.44282158414677,99.1659397078626,2,92,184,213,0,0,2,3,0,21,34,39,10.090201176141694,5381736.0,0.1551142950473593,0,21,46,67,0,1,1,3,0,7,10,11,3,11,11,2,3,4,0,1,1,1,2,6,0,4,9,10,1,61,132,148,0.6679113990577636,1.0849904393285246,0,0,0,0.120017167653151,18,43,50,147,53,3004.0,1115.0,5.221428571428572,5.372549019607844,1955.2836879432623,1953.942307692308,1822.6963592868715,санкт-петербург,10,unknown,35.0,санкт-петербург,s8210,False,False,72500.0,70175.30434845705,0.0
275604,53.20224727253972,50.14486840404111,194.95562258065567,2,44,76,100,0,1,2,2,0,12,22,22,2.112316607505514,1156644.0,0.0592021117837657,1,9,30,39,0,0,1,2,0,4,6,6,2,2,3,0,0,3,0,1,1,1,1,1,0,6,9,12,2,27,44,61,1.4168569821606831,2.0285046837984093,0,0,0,0.0053403516932254,3,11,20,169,50,4338.0,1363.0,10.650306748466258,11.714285714285715,1983.3680981595087,1986.5102040816328,2667.8196882807597,самарская область,10,unknown,55.0,самара,s28398,False,False,60900.0,69374.76242525157,0.0
277318,59.9594724,30.30020741946974,73.71020883904826,5,206,432,678,0,2,3,4,0,51,105,163,2.5426400228890604,5381736.0,0.0512753328603942,5,68,137,220,0,3,10,14,0,6,10,13,14,25,39,4,11,21,4,6,15,3,17,23,1,13,22,41,4,129,265,413,0.3604463813217642,3.5868518148444104,0,0,0,0.1799224388156884,12,29,56,375,119,5841.0,2145.0,5.270893371757925,5.373913043478261,1914.625360230548,1915.695652173913,1816.7844504819711,санкт-петербург,100,other,35.0,санкт-петербург,s8341,False,False,128600.0,132247.624223742,0.0
279493,56.847203,60.56182346445141,67.0053293702393,2,33,61,126,0,0,0,0,1,7,10,18,3.1673993340084112,1468833.0,0.4727594219928973,0,1,11,28,0,0,1,2,1,1,3,3,2,4,9,0,0,2,1,1,1,0,0,8,3,4,8,13,0,17,37,78,4.227958990520145,1.2672396839748017,0,0,0,0.0789715040919176,6,15,29,36,9,1625.0,361.0,12.138888888888893,11.333333333333336,1988.555555555556,1984.0,3442.7702725338327,свердловская область,100,other,65.0,екатеринбург,s10737,False,False,51600.0,51503.36596260023,0.0
275467,58.008982367797,56.21367425907727,175.5959992850473,2,49,114,143,0,0,1,1,0,11,25,30,2.2204530349468747,1055397.0,0.0582954666819749,1,19,56,93,0,0,1,2,0,3,6,10,3,9,12,0,1,1,1,3,3,1,2,3,0,7,13,15,1,30,68,83,273.89302511518576,1.6988897734308672,0,0,0,0.1008509682827669,6,12,18,140,49,2551.0,826.0,5.3955223880597005,4.7659574468085095,1961.779411764705,1958.8297872340424,3260.8980389238977,пермский край,10,unknown,55.0,пермь,s12175,False,False,49600.0,59699.5378179591,0.017971367885907648
279196,53.2155003,50.13765012719279,2589.596633515061,0,16,29,47,0,0,1,2,0,2,4,5,2.351104514725761,1156644.0,0.1614351043900415,0,2,19,45,0,1,2,3,0,0,0,1,1,2,3,1,3,3,0,0,1,0,0,2,0,0,1,3,0,10,16,27,0.6626910512851377,3.4447209314494813,0,0,0,0.1900080276914512,1,5,10,58,17,1926.0,495.0,10.035714285714286,10.6875,1905.157894736842,1860.117647058824,2668.1001353849233,самарская область,100,manylevels,55.0,самара,s13411,False,False,49800.0,58672.071948813165,7.211955678459146e-05
277950,53.2381,34.355698790556715,99.826252230075,0,20,37,51,0,0,0,0,0,2,4,6,1.0407370342767523,406553.0,0.1995463061809699,0,10,15,26,0,0,0,1,0,2,6,6,1,1,2,1,1,2,0,1,1,0,0,0,0,4,5,8,0,14,23,32,328.93038015099376,5.363007824576968,0,0,0,0.185376415661069,8,12,17,158,54,2875.0,1042.0,5.575163398692808,5.79245283018868,1973.1776315789475,1975.851851851852,1829.0321277815376,брянская область,10,unknown,35.0,брянск,s18486,False,False,40900.0,40750.80361250324,0.0
277163,52.2876173,104.30448862896132,535.5238808416884,5,35,70,139,0,0,0,0,2,12,22,42,1.3981689803330906,623562.0,0.1559341490471132,0,8,27,46,0,4,8,9,0,0,1,3,2,2,2,1,3,3,2,4,5,0,0,3,1,3,6,11,2,12,27,71,58.94939552421953,2.8006223695546235,0,0,0,0.0933823378209651,12,25,37,246,78,1763.0,520.0,3.3039647577092515,3.1621621621621623,1945.366972477064,1938.5135135135129,5453.833184103331,иркутская область,100,other,105.0,иркутск,s6992,False,False,45900.0,44646.001523633226,0.0
277509,52.51131,103.85132902015104,210.91754295006604,0,46,83,153,0,0,0,0,0,10,15,24,3.200558980579104,226374.0,0.1546388467152439,0,14,26,59,0,0,0,1,0,1,2,4,6,7,8,0,0,0,1,1,1,2,6,8,0,1,2,6,0,25,46,97,63.964353109434654,6.245429473932051,0,0,0,0.1961937674699812,9,19,29,123,29,4609.0,1147.0,5.959016393442623,7.0344827586206895,1981.5206611570247,1987.586206896552,5453.369332089148,иркутская область,10,unknown,105.0,ангарск,s8783,False,False,51700.0,61265.64826833413,0.001839467115499246
276997,56.326885,44.008813462034624,4964.0031119062205,10,175,275,373,0,0,1,2,0,59,91,120,0.2419533772719437,1252236.0,0.0099963092587448,3,47,74,98,1,18,25,35,0,5,14,23,3,4,7,35,48,63,7,8,10,6,8,14,0,9,14,20,2,49,90,120,1.6234185555966074,3.7198316231881337,0,0,0,0.0238612377774404,13,25,30,191,45,1747.0,359.0,4.051282051282051,3.4324324324324325,1937.69375,1936.1621621621616,2478.879374862476,нижегородская область,100,unknown,45.0,нижний новгород,s12711,False,False,42400.0,28189.547195159696,5.572861072855836
277225,59.92974570000001,30.377786375492278,568.2423214417871,9,147,395,633,0,2,4,6,3,27,85,150,3.4264775797175946,5381736.0,0.0382314553100451,2,70,159,210,0,2,3,6,1,8,18,22,9,21,36,3,4,7,11,32,64,8,15,33,1,21,56,84,4,90,256,379,1.0049795320041417,0.7244101777800283,0,0,0,0.2563472962975553,10,35,53,352,128,5722.0,1915.0,4.927710843373494,4.909090909090909,1905.7921686746988,1906.6611570247933,1820.5330124121772,ленинградская область,100,manylevels,35.0,санкт-петербург,s3286,False,False,107500.0,110463.4372194159,0.0
275510,57.142158010072286,65.54964872483211,229.3705283160101,0,29,53,97,0,0,0,0,0,6,15,26,1.4740831234334142,744554.0,0.0391356110776674,4,21,38,83,0,0,0,2,0,1,2,4,2,3,3,0,1,3,1,1,2,0,1,4,0,1,1,1,0,19,28,49,298.9191714868612,1.8745595029299773,0,0,0,0.0679950510108257,3,12,29,131,62,3188.0,1517.0,7.991935483870968,7.864406779661017,1986.5725806451608,1990.7457627118647,3745.6483849390897,тюменская область,10,unknown,65.0,тюмень,s14122,False,False,48700.0,58795.69663553272,0.02303845243423316
277921,55.33729,86.1293458252042,86.80516183307672,0,8,33,80,0,0,0,0,0,0,6,9,3.1324538931937407,558662.0,0.1278613905626336,0,4,6,16,0,0,0,0,0,0,0,2,0,3,7,0,1,1,0,0,1,4,11,14,0,0,0,6,0,4,12,42,202.6845268921701,2.0653582651637072,0,0,0,0.1073287581700262,3,10,20,164,63,1347.0,108.0,3.018987341772152,1.5573770491803278,1962.8064516129032,1958.4590163934429,4766.1645874396145,кемеровская область,100,first,85.0,кемерово,s9542,False,False,35500.0,27636.60535087985,0.8043487580568085
275383,61.768191931632565,34.37240737333657,85.07624985989321,1,20,35,52,0,0,0,0,0,0,1,1,2.9035799650259606,280170.0,0.0968640921375676,0,3,9,11,0,0,0,0,0,3,4,4,0,0,2,0,1,2,0,1,1,3,4,6,0,0,0,0,1,15,24,34,294.4724662476968,91.97978690972607,0,0,0,0.1420143090483179,6,15,17,113,31,2683.0,815.0,6.836363636363636,8.516129032258064,1981.657657657657,1984.483870967742,2123.1214557885155,карелия,10,unknown,36.0,петрозаводск,s19565,False,False,55200.0,59934.470647180926,0.0
277676,52.311832,104.2945456544056,157.86083353237188,5,9,11,19,0,0,0,0,0,0,1,1,2.5680055634308867,623562.0,0.6696312435536963,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,4,7,8,14,56.90778200599709,3.8434088957683534,0,0,0,0.7201570077873695,0,2,11,36,23,227.0,169.0,5.875,8.15,1956.9444444444448,1964.1818181818185,5455.838750789596,иркутская область,10,first,105.0,иркутск,s25265,False,False,51300.0,52109.18893515869,0.0
279614,58.008931200000006,56.21252658948232,287.56623069362155,2,57,116,147,0,0,0,1,0,12,25,30,2.2727423077535165,1055397.0,0.1081967031853879,0,20,54,83,0,0,1,2,0,3,8,10,4,9,14,1,1,1,1,3,3,1,3,3,0,7,13,15,1,35,67,84,273.9298554394086,1.6688230985104406,0,0,0,0.1127534515136361,6,12,14,142,51,2561.0,833.0,5.313868613138687,4.938775510204081,1961.452554744525,1958.9591836734687,3260.828587507451,пермский край,100,other,55.0,пермь,s12175,False,False,52200.0,52394.886435927394,0.0
276743,55.992214,92.91814329847271,879.095924263934,0,12,29,39,0,0,1,1,0,1,2,2,3.2458440502370816,1095286.0,0.1595570009402799,0,23,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,6,0,11,21,30,2.9675395081703053,2.380870819802664,0,0,0,0.3247641811783304,2,7,14,67,20,1000.0,114.0,4.373134328358209,2.4,1963.5671641791048,1958.7,5202.69256405075,красноярский край,10,unknown,95.0,красноярск,s2513,False,False,31400.0,33167.02898425234,0.0
276428,58.022263,56.287501768872616,239.68259209702225,0,22,51,116,0,0,0,0,0,2,7,16,2.334776939801693,1055397.0,0.0595529949748697,2,16,37,56,0,2,2,2,0,1,2,4,5,6,9,2,3,5,0,0,2,0,3,3,0,3,6,9,0,8,25,69,270.7056395198623,0.6620059916129597,0,1,1,0.0513514063402583,7,18,27,131,29,2186.0,592.0,5.114503816793894,5.793103448275862,1959.75572519084,1960.3103448275865,3265.9282312464925,пермский край,100,unknown,55.0,пермь,s27169,False,False,46400.0,44775.88424801307,0.0
276922,52.290997,104.2949977055843,200.1693713647122,1,47,103,162,0,0,0,1,1,15,28,47,0.8347468723738719,623562.0,0.106407457358586,0,23,34,50,0,2,5,11,0,0,2,6,1,4,5,1,5,8,3,7,13,0,0,1,0,1,6,14,0,22,47,64,58.87830363906722,2.374292112527753,0,0,0,0.0394885639723535,9,16,25,217,100,1275.0,508.0,2.7525252525252526,2.411764705882353,1936.5492227979275,1933.4691358024688,5453.6894121377145,иркутская область,10,first,105.0,иркутск,s6992,False,False,86000.0,95259.32898723932,0.0
278858,56.03099399999999,92.923600664979,484.9575271650183,1,12,28,49,0,0,0,0,0,2,7,13,3.879591567016902,1095286.0,0.141555231507711,0,20,34,48,0,0,0,0,0,2,2,5,1,2,3,0,0,0,0,1,3,0,2,4,0,1,2,5,1,6,12,18,0.1478741672587455,4.093992655936703,0,0,0,0.1291604828069174,5,7,8,59,35,1427.0,602.0,9.271186440677962,6.428571428571429,1979.830508474576,1972.3142857142857,5206.601711317834,красноярский край,100,unknown,95.0,красноярск,s19076,False,False,47100.0,39180.75075785855,0.12073732931892558
276782,61.774437,34.387473418395714,118.59396239829512,2,7,25,66,0,0,0,0,0,0,2,9,1.765214689718739,280170.0,0.0663074113143893,0,1,4,28,0,0,0,0,1,1,2,2,2,5,6,0,0,0,0,0,1,0,3,3,0,0,0,0,0,3,12,42,295.5734483585435,93.09462705011369,0,0,0,0.0490311722841664,2,6,25,169,46,1997.0,491.0,4.5644171779141125,4.545454545454546,1968.035928143713,1973.333333333333,2124.2668102738608,карелия,10,unknown,36.0,петрозаводск,s9256,False,False,32100.0,30397.837521379795,0.0
278563,57.57426379999999,39.86480095793835,216.4918693538125,0,16,39,44,0,0,0,0,0,2,4,5,6.091271916299462,603961.0,0.1543364345466232,0,5,5,7,0,0,1,1,0,1,1,1,2,5,6,0,0,0,0,1,1,0,0,0,0,1,2,2,0,12,21,23,239.38474278609783,3.6382770170060303,0,0,0,0.1150988268063969,5,7,12,132,42,2812.0,880.0,7.701754385964912,7.743589743589744,1980.5086206896551,1981.2820512820515,2295.186566686835,ярославская область,10,other,35.0,ярославль,s18306,False,False,45100.0,49775.54137328266,0.0
275479,50.6150470790143,36.57786354187037,128.25050584847776,0,27,41,58,0,0,2,2,0,2,5,9,2.0422937581198344,384425.0,0.1540320873124599,0,29,43,83,0,3,4,5,0,1,2,3,1,2,5,1,2,2,0,1,1,1,2,3,0,2,4,5,0,18,21,25,551.3441936990433,2.903563191082541,0,0,0,0.0964228614683316,6,11,22,129,65,2186.0,938.0,5.330708661417323,5.0625,1969.8110236220475,1967.15625,1851.3902852215297,белгородская область,110,unknown,35.0,белгород,s4033,False,False,41900.0,36849.7571899136,0.0
