,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
275605,59.92754938730436,30.35120326778645,131.41387987447493,9,365,777,1349,0,3,6,9,1,145,272,483,2.104376982520465,5381736.0,0.0780390630459113,2,42,95,161,0,13,41,69,0,20,32,40,14,36,62,8,21,35,60,100,140,17,30,49,2,57,104,163,5,209,437,753,0.5024610578281827,0.7573727118054141,0,0,0,0.1797991860076255,26,45,68,422,127,8246.0,2241.0,4.888888888888889,4.8617886178861776,1878.997518610421,1877.7213114754104,1818.873232794386,санкт-петербург,100,unknown,35.0,санкт-петербург,s7184,False,False,198500.0,195869.7211024175,0.0
277634,51.74894000000001,36.13956399872789,77.32713595046155,12,17,72,126,0,0,0,0,0,1,3,11,3.097074694858808,443212.0,0.2489379246063778,0,3,16,28,0,0,0,1,1,1,2,7,2,4,4,0,0,2,0,1,1,1,3,7,0,0,0,0,9,12,60,92,431.1494403033905,6.448900032359925,0,0,0,0.1792753156795762,9,21,33,31,10,1155.0,336.0,8.64,8.625,1986.966666666667,1986.7,1870.18412899633,курская область,10,underground,35.0,курск,s18767,False,False,26700.0,25204.606068025038,0.0
275993,54.9786937964361,73.38775880729811,269.9887164895705,2,53,141,290,0,1,1,2,0,13,31,54,1.5496051666063355,1164815.0,0.1064648076519306,0,30,49,92,0,0,0,6,0,9,16,29,3,10,17,3,5,6,0,1,2,3,6,6,0,8,15,27,2,24,73,181,1.8170591383076653,4.691808875900673,0,0,0,0.0503197057465278,5,10,21,95,37,1955.0,445.0,5.3052631578947365,4.378378378378378,1964.9157894736843,1953.5135135135129,4034.763119873149,омская область,100,unknown,75.0,омск,s24083,False,False,41400.0,42642.522805003005,0.0
277655,56.05984,92.91915443910564,80.51508420120663,1,35,62,87,0,0,0,0,0,4,7,9,6.262560246043037,1095286.0,0.162378486532514,0,19,36,50,0,0,0,0,0,3,6,7,2,3,4,0,0,0,0,0,0,2,2,2,0,0,1,2,1,22,42,62,2.5016225091044952,7.1808526867002245,0,0,0,0.1378397709919979,7,12,24,140,46,5264.0,1483.0,10.517985611510792,11.217391304347824,2002.5539568345323,2003.043478260869,5209.032930791552,красноярский край,10,first,95.0,красноярск,s2181,False,False,91000.0,95969.594724515,0.0
277226,55.159473,61.40236125704357,309.77966018296104,1,103,203,333,0,0,0,0,0,31,55,80,0.2291819025038212,1196680.0,0.0727060471211809,1,28,65,110,0,16,33,48,0,5,13,16,3,6,11,5,16,36,0,2,3,2,9,26,1,11,18,28,1,46,84,135,184.31524590928169,1.6442730841297326,0,0,0,0.1380989039731285,13,18,37,120,26,2209.0,621.0,6.1650485436893225,7.04,1960.8857142857144,1954.28,3386.921887894141,челябинская область,110,unknown,65.0,челябинск,s32958,False,False,56000.0,63015.75767908897,0.0
279092,56.836584,60.65805300998812,59.56981136385875,0,47,102,173,0,0,1,2,0,10,18,25,2.853505635022089,1468833.0,0.1896495986794877,0,33,49,71,0,1,3,4,0,2,5,7,0,5,9,2,5,7,1,1,1,2,2,4,0,1,6,8,0,30,65,119,1.7022874119300275,0.8722025437566635,0,0,1,0.2786076575189351,10,19,28,160,47,2664.0,848.0,5.217948717948718,6.422222222222223,1962.375,1966.36170212766,3447.596525178643,свердловская область,100,other,65.0,екатеринбург,s10862,False,False,49100.0,44300.962846444265,0.0
276048,54.814635299261504,32.044773589114854,144.16360629837857,3,33,43,45,0,0,0,0,0,0,0,0,3.2838966914690144,330049.0,0.1411759883178318,0,11,18,27,0,0,1,1,0,1,2,2,5,6,6,1,3,4,0,0,0,5,6,6,0,1,2,2,2,19,22,23,565.9788202774663,1.5539993294277836,0,0,0,0.0427987666595946,13,19,19,126,51,1523.0,691.0,4.69672131147541,5.081632653061225,1968.5,1966.122448979592,1756.5225775347378,смоленская область,100,unknown,35.0,смоленск,s29247,False,False,30100.0,29743.98400609536,0.0
277929,51.741737,36.200841912965046,191.2263209544368,0,64,190,330,0,0,0,3,0,15,39,58,1.2266155988508778,443212.0,0.132574380967811,0,11,28,56,0,1,3,11,0,8,20,24,1,1,5,2,12,20,1,1,1,0,7,11,0,8,14,24,0,39,115,208,431.12467145710986,2.392759428000152,0,0,0,0.2041526068234132,3,11,21,161,56,1924.0,703.0,5.167741935483871,6.132075471698112,1961.7452229299363,1971.418181818182,1873.0944414392143,курская область,10,third,35.0,курск,s14646,False,False,46800.0,48445.21378522635,0.0
276565,52.530724,103.88171222598884,424.8057809463794,3,35,56,89,0,0,0,0,1,3,4,7,0.2711934794489873,226374.0,0.0517462268752759,3,19,35,81,0,0,1,1,0,2,3,3,2,5,7,0,0,2,0,0,0,0,1,4,0,2,2,4,2,24,33,48,61.18712023596721,3.267802711696961,0,0,0,0.25714919986754,3,6,14,134,42,2625.0,835.0,5.244274809160307,5.5,1965.679389312977,1965.65,5456.981553590845,иркутская область,110,unknown,105.0,ангарск,s8831,False,False,39500.0,37042.81039900975,0.0
277960,52.281338,104.28321647804208,116.24630408492412,4,72,137,228,0,0,0,0,0,27,52,82,0.9197979972060648,623562.0,0.0484995934387147,1,28,61,95,1,8,13,18,0,4,6,10,5,8,11,11,19,32,1,7,18,1,5,5,0,7,11,16,3,13,26,50,60.23463761037948,1.3263714776198503,0,0,0,0.0903277308979127,9,18,29,249,86,1971.0,682.0,3.2970711297071134,3.0843373493975905,1947.467248908297,1942.8815789473688,5452.066088415687,иркутская область,10,unknown,105.0,иркутск,s14207,False,False,94200.0,99504.23878895704,0.0
278159,43.12321,131.88471172727222,110.36309922492704,1,45,175,275,0,0,0,0,0,21,63,87,0.9682070882965124,604901.0,0.1222599121931788,0,19,35,40,0,0,5,9,0,3,14,23,1,4,7,3,5,13,2,9,15,1,1,5,1,7,12,16,1,16,78,114,2271.8149290908605,1.3283293472475772,0,0,0,0.270266689853853,4,14,20,145,34,1098.0,183.0,5.414414414414416,4.739130434782608,1945.691729323308,1941.935483870968,5687.292119604623,приморский край,100,unknown,134.0,владивосток,s19767,False,False,76000.0,61252.357422680645,0.3661748227487724
278517,53.20352,50.11910602956048,156.39845238649607,2,20,59,94,0,0,0,0,0,7,21,34,0.5595870022478879,1156644.0,0.1586298351473867,0,25,55,105,0,0,5,6,0,4,8,9,1,1,1,2,3,5,0,0,2,0,1,2,0,2,7,10,1,7,18,31,1.3693162074865075,2.0572056097866707,0,0,0,0.0324453130445683,8,18,21,239,78,2880.0,669.0,4.978070175438597,4.135135135135135,1917.8706896551723,1937.918918918919,2666.5128600258413,самарская область,100,unknown,55.0,самара,s14410,False,False,45600.0,43529.84250237903,0.0
276269,59.929523,30.3257756227322,12.763291362173266,27,391,723,1156,0,0,1,4,7,148,271,405,1.100723685863165,5381736.0,0.0315001054384953,4,34,77,145,2,7,15,37,1,12,24,44,14,25,43,1,15,39,28,59,94,25,33,47,1,41,85,146,19,238,435,659,0.3057025436866481,1.3550971096049604,0,0,0,0.0266891361564056,27,46,62,182,60,3235.0,1026.0,4.492957746478873,4.395833333333333,1857.5319148936169,1847.0,1817.4092676753687,санкт-петербург,10,unknown,35.0,санкт-петербург,s16896,False,False,190100.0,206529.79903070675,0.0
275312,53.76541589618663,87.11303621960226,208.25635345565567,0,14,41,75,0,0,0,0,0,1,1,5,1.746470957140238,552105.0,0.2410420061446002,0,1,6,21,0,2,5,6,0,0,0,3,2,2,3,5,18,22,0,0,0,1,2,3,0,1,4,7,0,1,10,28,302.86145605363134,4.831567719212472,0,0,0,0.0823477620122269,3,7,23,182,43,3512.0,725.0,4.414772727272728,4.642857142857143,1949.7329545454545,1949.571428571429,4683.668622326485,кемеровская область,110,unknown,85.0,новокузнецк,s18724,False,False,36900.0,36507.88978987341,0.0
276172,52.5411138667896,85.22383878191523,506.3444473963595,1,22,38,47,0,0,0,0,0,3,4,4,0.6821883239828511,200629.0,0.0530499178956653,1,9,9,15,0,2,2,2,0,0,2,3,0,0,0,6,7,9,0,0,0,0,6,8,0,0,1,1,1,9,12,15,314.7667175080925,3.061220567521359,0,0,0,0.1073174921851177,4,7,10,111,36,1442.0,291.0,4.6923076923076925,4.190476190476192,1964.1022727272727,1956.6296296296296,4477.755417605528,алтайский край,10,first,85.0,бийск,s10891,False,False,27700.0,24874.37171428249,0.0
276107,61.784386033317965,34.35797306551561,458.78469051643617,7,88,144,250,0,0,0,0,0,22,26,44,1.7336708386085071,280170.0,0.0475146023536692,1,18,37,75,0,1,3,4,2,5,8,18,3,4,6,0,6,19,2,2,2,5,10,14,0,10,14,21,4,54,87,147,295.59268218798803,94.35312314235055,0,0,0,0.0385669455919847,7,10,15,162,56,1919.0,656.0,4.0696202531645564,3.636363636363636,1957.3416149068323,1954.982142857143,2122.7862712021574,карелия,10,unknown,36.0,петрозаводск,s21171,False,False,47000.0,51714.890427779006,0.0
275813,51.52925525866368,46.05522721636724,116.90811607649609,0,44,68,92,0,0,0,1,0,15,19,21,1.2311791667417955,842097.0,0.1310708762624429,0,32,45,58,0,0,3,4,0,2,4,8,0,0,2,3,7,7,2,4,5,2,4,5,0,3,5,5,0,18,25,39,356.79622629896005,4.033552036666113,0,0,0,0.1268478482077154,12,14,17,240,100,2097.0,931.0,3.6057692307692313,3.951807228915664,1937.7906976744189,1941.4886363636365,2373.1915592279424,саратовская область,110,first,45.0,саратов,s24438,False,False,43600.0,41117.76120705471,0.0
279246,61.2581,73.37576494163137,473.73470900402015,0,26,88,172,0,0,0,0,0,6,15,26,1.2927851421242758,380632.0,0.0418677498804257,2,13,31,54,0,1,4,4,0,2,9,14,0,0,5,0,1,2,0,0,0,6,7,13,0,9,18,24,0,13,55,112,696.1488646701029,4.472502545722809,0,0,0,0.0436923162064433,1,10,15,138,29,3303.0,645.0,5.855072463768116,6.379310344827586,1982.6739130434785,1983.7241379310344,4494.859946370949,ханты-мансийский ао,110,third,76.0,сургут,s6814,False,False,47000.0,50051.21970026222,0.0
275708,52.94690002087451,36.05557281105789,45.4981309752761,0,7,16,28,0,0,0,0,0,0,2,2,2.807853498740204,319550.0,0.1664046117228111,0,3,7,13,0,0,0,0,0,2,3,3,0,1,1,0,0,0,1,1,1,1,1,2,0,0,0,1,0,2,6,15,305.0580087782452,71.80530911199632,0,0,0,0.1744464880935181,3,9,12,152,56,2136.0,999.0,5.142857142857143,5.962962962962963,1969.471830985916,1978.055555555556,1909.0308088224435,орловская область,10,unknown,35.0,орёл,s9644,False,False,66800.0,85410.1018371869,0.22533879993237352
278057,50.566574,36.58237926888775,112.26249717109611,0,6,23,65,0,0,0,0,0,0,3,12,3.27251516815096,384425.0,0.1383987597562985,0,3,19,55,0,0,3,7,0,0,1,5,0,0,4,0,0,1,0,0,0,0,1,6,0,0,0,3,0,5,11,27,556.5115530393686,3.4912550753978726,0,0,0,0.1116717670781271,4,8,22,89,33,3019.0,964.0,10.159090909090908,10.333333333333334,1990.9545454545453,1991.909090909091,1849.8455883962783,белгородская область,10,unknown,35.0,белгород,s6814,False,False,39900.0,34766.73063891984,0.0
279001,59.93899999999999,30.35645333951585,4247.738923192816,10,285,694,1237,0,1,7,17,4,99,258,459,2.0490111120840635,5381736.0,0.0110576300841455,3,46,81,181,0,20,37,53,1,3,22,42,18,40,52,9,20,34,21,70,124,8,22,38,2,27,83,165,4,144,352,692,0.6185051150653202,1.399594583545013,0,0,0,0.1698705109649847,9,32,70,381,85,7134.0,1569.0,4.684210526315789,4.5375,1876.7091412742384,1876.55,1819.5354567172403,санкт-петербург,100,unknown,35.0,санкт-петербург,s17172,False,False,103400.0,100782.794738764,0.0
275506,59.94188072715212,30.312771102344044,763.4515246476323,0,188,383,685,0,0,1,2,0,57,118,234,0.0454127544663687,5381736.0,0.1417858391400272,0,22,63,109,0,27,42,73,0,4,7,19,5,11,20,17,42,64,19,53,87,7,10,27,0,26,60,105,0,81,153,271,0.339170817200037,2.499860216498345,0,0,0,0.280429637675922,14,26,45,106,25,2141.0,473.0,4.51063829787234,4.727272727272728,1851.537634408602,1878.318181818181,1817.0045099261702,санкт-петербург,10,unknown,35.0,санкт-петербург,s22844,False,False,64000.0,60343.05848202077,0.0
277909,55.33953979999999,86.14062786863227,23.40011711170475,0,10,28,47,0,0,0,0,0,0,3,5,3.6441507279551817,558662.0,0.4037704079073393,0,2,2,4,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,1,2,5,9,14,0,0,0,3,0,3,10,16,203.492570941092,2.9037874940310537,0,0,0,0.3890250907888496,1,11,18,121,40,1712.0,580.0,3.8181818181818175,4.3,1963.9917355371904,1963.8,4766.982704333163,кемеровская область,10,other,85.0,кемерово,s6089,False,False,54900.0,50726.24185313424,0.0
275757,51.77529149843411,36.17928835722893,51.39190005759383,9,33,47,63,0,0,0,0,1,3,3,8,3.728445298687397,443212.0,0.582258065425103,0,0,1,6,0,0,0,0,1,4,5,5,3,5,5,0,5,11,0,0,0,0,2,4,0,1,1,1,7,25,28,32,427.98234788958,4.336240368088935,0,0,0,0.1445981100748841,6,7,15,31,10,1142.0,376.0,11.266666666666667,10.8,2000.1333333333328,2003.8,1873.193200901431,курская область,10,unknown,35.0,курск,s19729,False,False,66500.0,69621.86640288081,0.0
279322,57.0029976,40.9926501347953,86.86717767634529,0,42,89,176,0,1,1,1,0,8,11,16,1.1520290314591748,409285.0,0.0287694227958602,5,28,58,115,0,13,29,83,0,2,4,6,0,0,1,4,7,13,1,1,2,1,1,2,0,0,2,2,0,14,38,55,173.6569377406254,73.10347846602448,0,0,0,0.0658881891742067,4,8,19,154,34,2226.0,455.0,5.380281690140845,5.424242424242424,1934.1027397260275,1961.1515151515152,2336.703937251376,ивановская область,100,other,45.0,иваново,s28666,False,False,45500.0,48741.07934961671,0.0
277729,59.935703,30.36211202170573,76.44879541539783,13,367,756,1278,0,5,10,17,5,149,289,447,2.386779682375068,5381736.0,0.0799469557246997,0,51,128,209,1,12,22,46,0,7,19,42,9,28,63,4,13,21,32,91,143,8,19,31,0,41,95,154,8,224,440,739,0.5667008998919232,0.956139626563026,0,0,5,0.1817892599945647,19,35,50,394,119,6945.0,1947.0,4.760869565217392,4.75,1885.024523160763,1880.4732142857144,1819.774528585684,санкт-петербург,100,unknown,35.0,санкт-петербург,s7705,False,False,215800.0,228741.34124653428,0.0
278263,56.009995,92.87263789164808,217.0002226222206,4,39,73,103,0,0,0,0,4,23,40,48,0.1573397359997988,1095286.0,0.0539037931550717,2,24,77,94,0,4,6,7,0,3,9,14,0,1,1,2,3,5,2,4,5,3,4,5,0,2,4,8,0,3,8,21,0.2430981460354918,3.791168176117604,0,0,0,0.1127461600746796,7,16,16,107,22,1940.0,294.0,6.142857142857142,5.571428571428571,1970.048076923077,1970.0,5201.79598394802,красноярский край,100,third,95.0,красноярск,s9675,False,False,82500.0,77704.98940618758,0.0
278888,52.54986,103.88738079940651,71.03032280351455,3,18,59,103,0,0,0,0,1,4,11,17,2.092628314647275,226374.0,0.0490010113363018,5,31,86,150,0,0,0,4,0,1,5,8,1,3,8,0,0,0,0,0,0,0,3,3,0,0,1,3,1,9,33,51,59.92403370086311,1.953418276083296,0,0,0,0.1053797149496926,4,11,15,441,138,1702.0,409.0,2.4069767441860463,2.194690265486725,1953.0652173913047,1952.555555555556,5459.267316775501,иркутская область,10,unknown,105.0,ангарск,s9675,False,False,37500.0,37476.95202461174,0.0
278326,59.929443000000006,30.323821659189328,66.3182022245025,21,424,783,1216,0,0,1,1,15,159,285,442,1.0575639024518988,5381736.0,0.1150956698079403,0,33,86,154,0,4,11,36,0,13,28,38,16,27,40,4,16,42,39,61,112,16,31,45,0,50,102,160,14,280,475,696,0.2094372315878646,1.4118582749803867,0,0,0,0.048022392236607,25,45,64,211,59,4252.0,1264.0,4.565714285714286,4.543478260869565,1851.8563218390805,1839.9777777777767,1817.2897416665523,санкт-петербург,100,first,35.0,санкт-петербург,s6648,False,False,208700.0,230208.29105586524,0.0
278564,56.51511,85.01802016045615,1374.0138260497995,0,8,28,48,0,0,0,0,0,1,2,2,4.874228283209201,576624.0,0.1731982145510348,0,1,3,9,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,1,2,0,1,1,1,0,5,20,36,208.00505584173897,1.388861107479196,0,0,0,0.1738222373282565,3,8,14,70,8,1525.0,184.0,7.453125,5.857142857142858,1986.8253968253969,1984.0,4804.802761350396,томская область,10,unknown,85.0,томск,s20698,False,False,28300.0,31204.198376418703,0.0
277182,54.530807,36.266334640605,182.27174469897656,6,57,127,199,0,0,0,0,0,4,5,13,2.3142994406695894,342936.0,0.0907081878021251,0,19,47,63,0,1,3,3,0,2,4,5,3,8,14,3,9,12,0,0,0,0,1,5,0,1,5,11,6,43,96,149,140.3938384360054,8.812468012892252,0,0,0,0.1467323672217866,15,30,51,279,100,3929.0,1374.0,4.467391304347826,4.65,1966.279569892473,1968.33,1977.632494884246,калужская область,10,unknown,35.0,калуга,s3974,False,False,47600.0,52734.44886301113,0.0
277012,61.80751,34.2785477926476,167.20750898503732,1,7,14,17,0,0,0,0,0,0,0,0,6.304006569382032,280170.0,0.2666208640972385,0,2,2,6,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,4,10,12,284.73704876452547,95.93672943498376,0,0,0,0.0717957826196146,3,3,5,26,11,372.0,164.0,4.739130434782608,4.454545454545454,1992.0869565217392,1992.3636363636365,2118.6716854795445,карелия,10,unknown,36.0,петрозаводск,s19767,False,False,26700.0,25955.7721201885,0.0
278498,54.99666600000001,82.91063646430426,178.80980654038032,1,9,45,81,0,0,0,0,0,1,10,20,3.6552394485103874,1625600.0,0.4115342991287449,0,3,8,30,0,0,0,0,1,1,6,7,0,3,6,0,0,0,0,0,0,2,6,7,0,0,1,6,0,6,21,43,0.8606639684612433,0.8649405965121619,0,0,2,0.4074120999993496,3,8,15,74,21,2125.0,913.0,7.810810810810809,10.428571428571429,1977.9864864864865,1989.952380952381,4559.808581474764,новосибирская область,110,unknown,85.0,новосибирск,s25028,False,False,54200.0,52737.59970133653,0.0
278050,52.290535,104.29791494215776,391.89135344302736,2,44,100,157,0,0,0,1,0,15,26,47,0.9199220153553048,623562.0,0.0153559293923744,1,21,36,51,1,2,6,11,0,0,3,4,3,3,4,1,4,8,2,5,11,0,0,1,0,1,5,13,1,20,47,65,58.87946655429279,2.4420096248409844,0,0,0,0.0606280870474733,6,15,33,228,100,1269.0,580.0,2.6634615384615383,2.7444444444444445,1935.3564356435645,1935.2674418604647,5453.793771709923,иркутская область,10,unknown,105.0,иркутск,s6992,False,False,41200.0,34040.04677010398,0.16181371143392412
275851,47.226255589258,39.70333473155292,24.38510185710368,5,91,171,350,0,0,2,4,2,12,39,80,0.7668688752605427,1114806.0,0.133842173215685,0,63,129,227,0,13,22,32,0,13,19,41,3,8,19,18,29,38,0,1,5,4,7,10,0,9,13,24,1,41,65,153,428.57035588514674,1.4605160471470156,0,0,0,0.0860894126451043,15,24,44,486,119,4042.0,1275.0,4.289183222958058,4.544642857142857,1935.1225382932168,1939.0267857142856,1875.0398337781826,ростовская область,100,other,34.0,ростов-на-дону,s6624,False,False,60800.0,62456.16725018236,0.0
276738,53.35508299999999,83.77235688886924,1041.6825154610858,4,72,137,246,0,0,0,0,1,9,20,43,1.02390634233282,632723.0,0.0840701313789941,1,32,57,93,0,5,8,12,0,5,11,18,5,9,10,3,3,6,0,2,4,5,6,8,0,3,5,6,3,41,81,148,190.2374321155651,1.2452623946991306,0,0,0,0.1097012672467665,14,23,38,260,76,3439.0,1053.0,4.337448559670782,4.211267605633803,1958.852459016393,1958.1527777777767,4469.68105491124,алтайский край,110,unknown,85.0,барнаул,s23716,False,False,40500.0,34825.3901371691,0.007447249468180556
277569,51.6698135,36.078647326890895,133.7028464157118,8,34,78,99,0,0,0,0,0,0,4,4,10.570554715533406,443212.0,0.123426448682023,0,6,11,12,0,0,0,0,1,2,3,3,2,3,3,0,1,1,0,0,0,3,9,15,1,3,3,3,8,30,58,73,440.6383753651352,8.396641884375526,0,0,0,0.1385488672545033,6,12,15,82,41,1520.0,605.0,5.567901234567901,4.487804878048781,1972.5925925925928,1966.9512195121952,1864.176978712726,курская область,110,other,35.0,курск,s20367,False,False,31700.0,29281.351182512568,0.0
279597,53.335697,83.68522411143539,209.71166433254115,0,25,89,160,0,0,0,0,0,9,17,27,6.51463338577571,632723.0,0.1041713686826681,0,9,23,46,0,0,1,1,0,1,3,5,1,1,4,0,1,1,1,2,4,4,12,29,0,1,3,7,0,10,53,88,190.711699383094,3.904465333330956,0,0,0,0.1509859942160819,5,15,33,119,20,4228.0,653.0,9.779816513761467,8.705882352941176,2002.2201834862385,2002.764705882353,4463.409756584612,алтайский край,10,unknown,85.0,барнаул,s3318,False,False,53800.0,59701.01872896758,0.0
277224,54.7281708,55.98937401629966,157.55910574687837,1,22,41,102,0,0,0,0,0,4,6,8,2.4882895522714046,1128787.0,0.2466884729848928,0,9,9,32,0,0,0,0,0,0,0,2,1,2,6,0,0,0,0,0,1,0,4,8,0,3,6,7,1,15,25,70,355.61039377724364,3.3310551439620824,0,0,0,0.24207386647648,3,5,17,152,30,2786.0,473.0,7.397260273972603,6.7,1975.456953642384,1974.6333333333328,3064.1960241491297,башкортостан,100,other,55.0,уфа,s20761,False,False,42700.0,36348.26418220811,0.027217534798835572
275933,53.75650346901017,87.10577796544621,168.93043739688352,0,8,25,57,0,0,0,0,0,0,0,1,1.886909387047979,552105.0,0.2635249520058491,0,7,9,10,0,0,0,3,0,1,1,1,0,0,1,3,10,19,0,1,1,0,1,2,0,1,2,3,0,3,8,25,303.04734244049166,5.602632259973364,0,0,0,0.1053873174219304,5,6,14,180,56,3329.0,991.0,4.884146341463413,4.833333333333333,1953.5975609756088,1950.061224489796,4682.502055370339,кемеровская область,10,unknown,85.0,новокузнецк,s12389,False,False,32300.0,28029.288699914014,0.00024880328201101434
279619,56.012135,92.88372794281884,81.8021476352653,1,36,62,83,0,0,0,0,0,9,20,25,0.6109501395648573,1095286.0,0.0471713145942045,4,35,64,81,0,0,4,7,0,13,14,16,1,2,3,2,2,5,1,5,7,0,0,1,1,4,6,7,0,10,14,17,0.6150144699707233,4.3229439487880805,0,0,0,0.1532715642546099,4,8,18,131,61,2458.0,1087.0,6.582677165354331,6.0,1972.3809523809523,1972.169491525424,5202.615908836441,красноярский край,10,unknown,95.0,красноярск,s31937,False,False,102100.0,103236.8983471446,0.0
275615,56.11339978185894,92.92279562158836,1045.2149061922194,1,9,27,32,0,0,0,0,0,1,2,3,12.11784699593026,1095286.0,0.1384010786695841,0,7,19,27,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,2,2,5,0,1,1,1,0,4,16,17,7.295061341506213,5.9588378540049645,0,0,0,0.2364803424897063,1,9,17,50,12,2117.0,762.0,8.425531914893616,9.727272727272728,1990.382978723404,1987.818181818181,5214.213979562159,красноярский край,10,unknown,95.0,красноярск,s14571,False,False,31400.0,26865.288500617666,0.01569916510421604
279188,52.262165,104.3037061987198,93.78952862602644,0,2,8,33,0,0,0,0,0,0,2,11,3.33804600367876,623562.0,0.5337024532719122,0,1,6,14,0,0,0,1,0,0,0,0,1,3,4,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,4,13,61.48714730782844,2.5463647725106497,0,0,0,0.1680397698442191,2,8,11,125,45,1311.0,507.0,7.0,8.95,1980.8389830508477,1986.5,5451.137503469017,иркутская область,10,unknown,105.0,иркутск,s6904,False,False,47700.0,34758.67773041942,2.1967029444171082
279527,43.11169,131.93756429191546,106.21472247934472,12,144,200,245,0,0,0,0,0,24,33,36,4.045170227214586,604901.0,0.0841273539202492,0,21,33,55,0,0,1,1,2,4,7,7,7,10,18,0,0,1,1,1,1,3,6,7,2,15,18,19,11,107,141,173,2276.0583462091668,0.2908775654456406,1,1,1,0.1147000900194174,11,15,36,159,27,2477.0,637.0,6.546052631578947,6.5769230769230775,1966.208860759493,1966.923076923077,5688.051371108129,приморский край,110,second,134.0,владивосток,s8210,False,False,123000.0,113976.6664866466,0.0
276627,55.0302,82.924901376323,5191.7307379446365,2,122,269,366,0,2,4,4,0,53,113,140,0.2928077553240618,1625600.0,0.09194900456092,2,33,76,148,0,8,12,19,0,13,23,31,2,8,19,7,9,12,0,2,3,5,6,7,0,5,19,34,1,47,111,150,0.0132612545313584,1.2535921257462816,0,0,0,0.0112346748429367,14,24,33,177,28,3711.0,644.0,6.472727272727273,6.185185185185183,1963.107142857143,1958.2592592592605,4563.37390771933,новосибирская область,100,unknown,85.0,новосибирск,s12080,False,False,40900.0,40072.571267893545,0.0
275726,52.93950121176942,36.054143474795616,132.55829493699983,0,15,26,30,0,0,0,0,0,2,2,2,3.339449372353596,319550.0,0.1521163560114252,0,5,10,11,0,0,0,0,0,2,2,3,1,1,1,0,0,0,0,1,1,0,2,2,0,1,2,2,0,9,16,18,305.59837569348946,71.30161125513173,0,0,0,0.1414676049202985,6,8,8,142,34,2272.0,577.0,5.6058394160583935,6.5,1974.1811594202893,1977.8823529411768,1908.6883721732509,орловская область,10,unknown,35.0,орёл,s4399,False,False,39100.0,35584.34424825561,0.0
278031,56.01315699999999,92.86410128516744,350.4700650584114,0,54,77,109,0,0,0,0,0,23,35,51,0.8491573956595334,1095286.0,0.1899252173686253,0,44,83,109,0,1,1,1,0,2,7,8,0,0,1,3,3,9,1,1,4,3,4,6,0,6,7,8,0,23,29,34,0.5738377590599002,2.2130691743132664,0,0,0,0.2086436509164656,7,12,14,97,38,1614.0,672.0,5.684210526315789,5.7631578947368425,1967.4315789473685,1964.921052631579,5201.6114849499845,красноярский край,10,unknown,95.0,красноярск,s12711,False,False,45500.0,34091.35669834933,1.5153469332478593
